11,1,"You @MONTH1 find this hard to beleive, but many people think computers put a negative attitude on people. Now you @MONTH1 be saying thats not true, that has computer a everyone, but the truth is they don't and they believe it puts negative attitude on people. People have many reasons for owning a computer and one is friends. Did you @CAPS5 some people own computers because they want to stay in touch with friends from differnt states who live far away. For example, many people use @CAPS1 or @CAPS2 to connect with friends. I can make a connection because I have both a @CAPS1 and @CAPS2 that I use to stay in contact with family friends from all over. Some people, like myself, even have friends from different countries! I @CAPS5 that many people want to learn about people from differnt countries and this is one way to do it right now I am learning some new things about the @LOCATION1 because I am friends with someone who lives in @LOCATION2. While on this wonderful adventure of learning you @MONTH1 even get yourself into a vacation adventure. A recent test was taking stating that @NUM1 out of @NUM2 people like to travel but don't @CAPS5 where. Some people say that people spend to much time on the computer but not enough enjoying nature.These people are wrong if one is on a computer and they are chating with someone from a differnt state or country then that person might persuade them to take a visit there. For example they would be able to go to the internet type in the place they want to visit and get photographs and information about the place. As a result, people would still get to enjoy nature. Sometimes using the computer could be educational. Many people @MONTH1 disagree with that statement but its true. For example when on the computer many people in their senior year of high school use it to take online college courses to get their degree because going to a regular college @MONTH1 affect their work scheduale. This could also help students in any grade learn more about the topic they are studing. It would also help them on their reports. For example they would be able to get pictures and other information anytime they wanted to. As a result, the students grades would increase. I hope many of you agree with my statement and help spread the word that computers could be positive on the mind. As a result for those who didn't agree with the statement that they are positive not negative I hope that you will redecide on your opion.",8,8,,8
12,1,"You @MONTH1 find this hard to beleive, but many people think computers put a negative attitude on people. Now you @MONTH1 be saying thats not true, that everyone has a computer, but the truth is they don't and they believe puts attitude negative it on people. People have many reasons for owning a computer and one is friends. Did you @CAPS5 some people own computers because they want to stay in touch with friends from differnt states who live far away. For example, many people use @CAPS1 or @CAPS2 to connect with friends. I can make a connection because I have both a @CAPS1 and @CAPS2 that I use to stay in contact with family friends from all over. Some people, like myself, even have friends from different countries! I @CAPS5 that many people want to learn about people from differnt countries and this is one way to do it right now I am learning some new things about the @LOCATION1 because I am friends with someone who lives in @LOCATION2. While on this wonderful adventure of learning you @MONTH1 even get yourself into a vacation adventure. A recent test was taking stating that @NUM1 out of @NUM2 people like to travel but don't @CAPS5 where. Some people say that people spend to much time on the computer but not enough enjoying nature.These people are wrong if one is on a computer and they are chating with someone from a differnt state or country then that person might persuade them to take a visit there. For example they would be able to go to the internet type in the place they want to visit and get photographs and information about the place. As a result, people would still get to enjoy nature. Sometimes using the computer could be educational. Many people @MONTH1 disagree with that statement but its true. For example when on the computer many people in their senior year of high school use it to take online college courses to get their degree because going to a regular college @MONTH1 affect their work scheduale. This could also help students in any grade learn more about the topic they are studing. It would also help them on their reports. For example they would be able to get pictures and other information anytime they wanted to. As a result, the students grades would increase. I hope many of you agree with my statement and help spread the word that computers could be positive on the mind. As a result for those who didn't agree with the statement that they are positive not negative I hope that you will redecide on your opion.",8,8,,8
13,1,"Do you spend all or most of your freetime sitting at your computer? are spending time too much People on computers. Obesity is a growing problem in today's society, people need to interact with eachother, and we need to get some fresh air. Computer are ruining these things for people. Unplug yourself from your computer. More and more people are becoming obese. This is do to spending too much time sitting down in front of computers. There is absolutely no exercise involved with being on your computer. People need to get outside and go jogging, play games or ride their bikes. Cutting back on computer time would cut back on the obesity problem in our society. Top scientists and researchers say that it is extremely important for people to interact with others face to face. To our whole life, we will have to interact and socialize with others. If you don't develop these skills, you won't be happy where you end up. Talking to people over the computer is nowhere near close to talking to someone face to face. Get out and get some fresh air. Go experience nature. Bring out on the beach, hiking in the woods or even just sitting on the swing in your backyard can be the most. Fresh air clear your mind. Time says that kids who spend time outside receive better grades than they would if they were inside on the computer. People need to releave stress so go outside. Click turn off your computers and get out of your chair. Go get some exercise, go interact with friendsand family, or even just go outside and get some fresh air while relaxing. People are wasting too much time on their computers and it's flushing our society down the toilet, so just turn off your computer.",9,9,,9
14,1,"Dear local newspaper, @CAPS1 best friend, @LOCATION2, was once a nerd with no hand-eye coordination, @CAPS2, he started to use a computer and now he has better hand-eye coordination than me. teaches not only eye coordination hand-Computer, but @CAPS3 gives people the ability to learn about far away places and people,and millons people to talk on line with other people. @CAPS1 friend wasn't the only person who learn hand-eye coordination. About @PERCENT1 of people learn hand-eyes coordination using a computer. @CAPS3 might takes some month to learn, but once a child knows @CAPS3, they will be outside for hours. Who would not want to learn hand-eye coordination? In addition, computer gives people the ability to learn about far away places and people. Computer engineer, @PERSON1, says, ""@NUM1 in every @NUM2 people learn about places and people threw the internet."" @CAPS3 will take a few hours, but you will be educated. Why would someone think we are spending too much time in the internet if we are being educated? Addionally, don't you have a friend who live more than @NUM3 miles away from you? If you do, @CAPS2 a computer will solve your problem of communication. @CAPS1 friend, @LOCATION1, lives @NUM4 miles away from me. We communicate using hotmail, yahoo, and facebook. The best thing of all is that is free unlike a telephone. Futhermore, computer specialist, @PERSON2, says, ""I learned hand-eye coordination using a computer. Most importantly, i was able to hand in @CAPS1 essay on time because of the information a computer provides and i was able to communicate with @CAPS1 family."" I didn't want to tell you this, but i was also a nerd with no hand-eye coordination and i learned just like @LOCATION2 learned. We aren't spending too much time, we are just being educated.",8,8,,8
15,1,"Dear Local Newspaper, I think that using computers is a good thing and it does not effect on exercising, enjoying nature, and interacting with family and friends. Here are three reasons to support my learn more oppinion people on the internet, children at school can go online to find what was for homework, and how the internet does not effect everyday life. My first reason why I think using computers is good because people learn more on the internet, You know what people say, you learn something new everyday. Well, if you are wondering about something or if you're think about something, the internet can help you find what you're looking for, @ORGANIZATION1 is a great site to find what you're looking for. It also has its own images if you need a picture for your project you need. My second main reason to why using the internet is good because if your a @CAPS1, you can go online to check what you have for each subject. If your a @CAPS1 and you don't want to do homework at recessthe next day from being sick. No, you can go online to your schools website and click on your teachers names to see what you have for homework. This way you can still have time to go out side, play with friends, and interact with family members. My third and final reason to why using the internet is good is that it effects everyday life, in a good way. If you don't have a t.v. and you have no idea what the weather is like, you can go online to see if it's going to be snowy, or rainy. This can tell you if you need a jacket or a rain jack, if you need to use a shovel or hold an umbrella. The internet can be useful in everyday life. In conclusion, I think using the internet is very good and will not effect your exercise, or interacting with family. To support this I stated, people learn more on the internet now, children can access homework if you missed a day, and how the internet effects your everyday life in a good way.",8,8,,8
16,1,"Dear Newspaper Computers have been a great learning source and i think it's time we give them some cridit insted of worrying over them. will be telling you I about how will be telling think computers are great. One reason they are vary helpful is that books dont always have all of the information. So if you need to know a fact or need more information for a project you can go on the computer and it's all right there and you will have known more facts then when you started. The second reason is that you can be almost anywhere and half acess to a computer and you might not have a phone but you can talk or send a message. Not everyone has a phone but computers are a secondary way to have a conversation with someone. Another reason, is its not always sunny outside and when it is a rainy day you have a fun way to play and learn without having to be outside. The computer dosnt replace the outdores or exercising it is just a passtime when you dont have the oppertunity to be outside. I hope you liked and understod my reasons and will take them in to concideration when going over the topic.",7,7,,7
17,1,"Dear @CAPS1: Have you been sent a photo of a @NUM1 year old child with no clothes on? Well, if have this you is called sexting. It can be put on the computer or any type of device. People should stop using Computers more because it can lead to bad things like sexting from teens, bad for the younger kids, and teens could be, talking to someone they don't know. Lexi @NUM1, says that ""she has goting facebook texts to her cell phone of other teenage kids that are excuset"". @PERCENT1 of @LOCATION1 population teenagers have @CAPS2, @CAPS3 and @CAPS4 chat. Any of these websites can ford photos to their mobile device. This has goting out of the hand and what ever is on the computer now will be on forever. More childern under the age of @NUM3 years old are on the computer know. Where there are chat rooms were they can interact with others. For example, @PERSON1 is a childerns game that has a chating interaction, were you can talk to who ever. But, we you create this @PERSON1 you child has to give a parents email address were they have to read the following terms to chose for their child. But, most parents don't even read it . @PERCENT2 of these parents just agree to these terms and don't even read them. @PERSON2, was followed home from soccer practice when a man about @NUM4"" and around the age of @NUM5 said ""@PERSON2 come get some candy"" @PERSON2 said ""how do you know my name""? ""@CAPS5 said cause I play with you all the time"" @PERSON2 quickly ran home and @CAPS5 told his parents. @PERSON2 plays on @CAPS6 another intraction game and told this stranger @CAPS5 lives in @LOCATION2 field and @CAPS5 goes to @LOCATION2 @CAPS7. Giving strangers you information they can trace you down and find the street you live on. We need to keep our children safe and off of the computers more so sexting, and young children stay off, so kidnapping stops. Help @LOCATION1, @CAPS8 to become a safe place for our childern.",7,7,,7
18,1,"Dear Local Newspaper, Have you ever been running late to a party and just realize you don't have the directions to the person's house? Have had ever to write you a paper and there wen't any books or encyclopedias available? Or have you ever just wanted to catch up with an old friend? @CAPS1 you answered yes to at least one of these questions, there is a good chance you have used a computer in your lifetime. Computers have positive effects because they can give you quick and reliable @CAPS2 and the can be fun too. To begin with let's go back to that example in the paragraph above. Have you ever been running late to a party and realize you do not have the direction's to the person's house? @CAPS1 you have, there are two things you can do in that situation. You can call up the person who probably wan't answer because they're @CAPS4 fun at their party, or you can go on the computer, type the person's address in and you will have your directions in seconds. Call me crazy, but this way seems quicker more efficient and reliable. My mother always says to me, ""@CAPS1 you're @CAPS4 trouble finding @CAPS2, go on the computer,"" because she knows that there is all the @CAPS2 in books on the @CAPS3, and more. And it's just one click away, @CAPS4 sold that, the computer has positive effects on you because it gives you quick and reliable @CAPS2 In addition, computers have positive effects on you when you're trying to have fun. For example, @CAPS5. @CAPS5 is used by teens and adults like, and for one reason only, to socialize with friends via computer. @CAPS1 you to another date and wait to see what your last friend's up the best thing to do would be to go on @CAPS5 and ask A @ORGANIZATION1 shows that in a family of five, four of them use the @CAPS3 to communicate and socialize with friends. Obviously, this is how computers have a positive effect. In conclusion, whether you're bored at home and it's a rainy day, or @CAPS1 you have to nght a research paper you saved until the last minute, a computer will be there for you. Positive effects computers have - are that they are quick and reliable, and they are fun to use.",8,8,,8
19,1,"Dear Local Newspaper, Have you ever been running late to a party and just realize you don't have the directions to the person's house? Have you ever had to write a paper and wen't books any there or encyclopedias available? Or have you ever just wanted to catch up with an old friend? @CAPS1 you answered yes to at least one of these questions, there is a good chance you have used a computer in your lifetime. Computers have positive effects because they can give you quick and reliable @CAPS2 and the can be fun too. To begin with let's go back to that example in the paragraph above. Have you ever been running late to a party and realize you do not have the direction's to the person's house? @CAPS1 you have, there are two things you can do in that situation. You can call up the person who probably wan't answer because they're @CAPS4 fun at their party, or you can go on the computer, type the person's address in and you will have your directions in seconds. Call me crazy, but this way seems quicker more efficient and reliable. My mother always says to me, ""@CAPS1 you're @CAPS4 trouble finding @CAPS2, go on the computer,"" because she knows that there is all the @CAPS2 in books on the @CAPS3, and more. And it's just one click away, @CAPS4 sold that, the computer has positive effects on you because it gives you quick and reliable @CAPS2 In addition, computers have positive effects on you when you're trying to have fun. For example, @CAPS5. @CAPS5 is used by teens and adults like, and for one reason only, to socialize with friends via computer. @CAPS1 you to another date and wait to see what your last friend's up the best thing to do would be to go on @CAPS5 and ask A @ORGANIZATION1 shows that in a family of five, four of them use the @CAPS3 to communicate and socialize with friends. Obviously, this is how computers have a positive effect. In conclusion, whether you're bored at home and it's a rainy day, or @CAPS1 you have to nght a research paper you saved until the last minute, a computer will be there for you. Positive effects computers have - are that they are quick and reliable, and they are fun to use.",8,8,,8
20,1,"I saw in one of the news papers I got in the mail that had an overnight for people to state their opinion on kids computer useage. took idea the I of waiting this letter. Multiple people do have to use computers for multiple things. Such as: homework assignments such as essays, sometimes peoples family members go off to was but can't use cell phones, also online job alpications. To start off with, kids have homework assignment right? Most of the time people have to do essays. I ask my mom lots of times if I can do an essay for school, she say, ""why don't you stay after to do it?"" @CAPS1 have lives so they can't stay after, also at school the computers don't let you go on most websites unlike at home which does. That's mostly one main reasons kids use computers alot. Next,, some family members go off to war. Normally for safly and privacy, they wont let the soldiers life their cellphones, but for other reasons they can use their computers. Usually your family members know that you have a computer and want to contact you so that they to know their ok so they don't have to for two years. So, the base they ace at you can talk to them over video mail. I have an @CAPS2 that went to @ORGANIZATION1 and is now in @LOCATION2, and we sometimes talk to him over chat when he was in @LOCATION1. Lastly, job aplications. Most of the time people are home bound but need a job. Tons of @CAPS3 commertials show avertisements for jobs online. This is good for all types for people, homebound, elderly, ect. But mostly its good because they sometimes let you have your own business and you get good pay still. In conclution, Some people don't go online just to be online they actually are doing something such as talking to their loved ones that they wont see for along period of time, also school assignments. Plus, if people don't know people very well how do they know if they're active or not kids, and adults, should still be able to use computers when ever they want.",9,9,,9
21,1,"Dear editor, @CAPS1 name is @PERSON1, and I believe that computers are a benefit to the world, and people as well. say this I because lots of people can talk to family of friends long distance. Also the computer can teach you lots of thing. Finally it makes you more social. In @CAPS1 strong opinion computers are better for the world. Firstly, many people can talk long distance with family of friends. You have web cam and that allows you to chat and see the person. Also @CAPS2 is another site where you can talk to friends and then you can have a lot and put pictures of yourself and even videos, even though you can talk on the phone and do all this but on the phone it costs money for a plan. When you use a computer it is completely free. Secondly, the computer teaches you things that help you later on in life, and it let's you know things as well. The computer people made programs that can computers and more really cool. The programs teach you how to type, it is called type to learn or type for fun. Also they have programs that let you know how to read. It is great for kids because they need to know these things any ways. Finally, the computer makes you more social. This is because you have @CAPS2 and it let's you know things that happen in school or out of school. You can talk to people on @CAPS2 or email each other and have a conversation with them. You can also meet new people from other places and have a good relationship with them. You have friends with and know who they are and won't need to figure it out. So, this is why I believe that having a computer is a good idea, and good to have. You can talk to people long distance. The computer teaches you things for life. Finally it makes you more social with people. So in @CAPS1 strong opinion it is a good idea to have a computer.",8,8,,8
22,1,"Dear @PERSON1, @CAPS1 these days are telling kids to go outside instead of vegging out in front of a computer. promote can but habits bad Computers. I try not to use the computer unless I have too for school or to get homework. Please consider the negative effects which are exercising in apropprate content and less interaction with friends/family. Yes internets can be used to find diets and exercise plans but if you would just go to the gym to burn of those pounds everything would be just fine! Internet and computers are designed to suck in your brain, and attack you to all the websites and neat little things. It is more effective just to go to a local @ORGANIZATION2 or @ORGANIZATION1 to work out. I swim on a swim team for a @ORGANIZATION2. I love swimming better than going on the computer. It satisfies my personal needs of exercising. I lost @NUM1 pounds by just swimming for a month. I will run on the tred mill to help me burn of stress or anger. Gyms are way better than computers. I know most of us have seen something inapropprate on the computer. Yes computers give people jobs but there is no need to post pictures or messages that will hurt peoples feelings. I know the other day I saw a really mean comment that made me feel bad for the victim. I know youtube is trying to stop inappropriate content, so hurray for them. Once you give something to the internet it is lost forever. Yes computers have ways to keep in touch with friends but it is better to @CAPS3 or visit in person. Like my @CAPS2 always said,"" @CAPS3 more, it builds character!"" @CAPS4 ever I get the chance I @CAPS3 my best buddies instead of using the computer. Kids theses days can be mean with out try. You disconnect yourself from your family. Because computers attrack users, there are times where you don't pay attention to others around you. @PERCENT1 of kids donot do there home work because of computers. Thank you for your time. I think computers are bad and everyone would be happy with out them. They help the obesity level in the nation, let cyber bullying and inappronrate content flow around the internet and lastly block you out from the world. ( @CAPS5.S someday computers are going to take over the world and you will be sorry you didn't listen to me.)",8,8,,8
23,1,"Dear @CAPS1: The effects that computers have on me is that it teaches me hand-eye coordination. learn stuff I from the computer, and it is a fun thing to go on. But, I mean those are only my opinions. Well im gonna just go ahead and explain them to you. The good thing about computers is that it teaches you hand-eye coordination which helps you see better with your eyes. Also it helps you with your hands by making you learn how to catch stuff and how to react quickly with your hands. For example I was playing baseball and I couldn't catch very good and I was also learning how to use the computer and because I was able to type fast my hands reacted when I got grounders and pop fly's hit to me. So I was so happy that I lerned how to use the computer and type. But for sure the computer is the best because you can research stuff and you find out more important facts. Also you are learnen more when ever you research anything. I'll tell you one thing though, I like the computer so much because it helps me find out important details and facts about the person that I am doing my project on. Yes I know the computer is so fun because you can go on different websites such as myspace.com, youtube.com, and funnyjunk.com. I go on mspace to talk to my friends and to meet new people that's what I like about myspace I meet new people and make new friends. I go on youtube because I like to listen to music and I watch music videos on their also I watch skate board videos too cause I love to skate! But one thing for sure is that I go on funnyjunk.com to play games cause they have so much fun games that you can play. But my favorite game is @CAPS2 the hedgehog. In conclusion those are @NUM1 opinions and @NUM1 reasons to support the effects about computers. So I want you to think about some effects about computers and your opinions about computers and compare them to my opinions? But hey! That's up to you only if you want to.",9,9,,9
